"id","post_author","post_date","post_date_gmt","post_content","post_title","post_excerpt","post_status","comment_status","ping_status","post_password","post_name","to_ping","pinged","post_modified","post_modified_gmt","post_content_filtered","post_parent","guid","menu_order","post_type","post_mime_type","comment_count"
"484","1","2022-10-22 21:49:19","2022-10-23 01:49:19",,"normas_tecnicas_estruturas_fisicas_unidades_vigilancia_zoonoses_page-0001",,"inherit","open","closed",,"normas_tecnicas_estruturas_fisicas_unidades_vigilancia_zoonoses_page-0001",,,"2022-10-22 21:49:19","2022-10-23 01:49:19",,"482","https://mvabrigosbrasil.com.br/wp-content/uploads/2017/01/normas_tecnicas_estruturas_fisicas_unidades_vigilancia_zoonoses_page-0001.jpg","0","attachment","image/jpeg","0"
"485","1","2022-10-22 21:49:34","2022-10-23 01:49:34",,"normas_tecnicas_estruturas_fisicas_unidades_vigilancia_zoonoses",,"inherit","open","closed",,"normas_tecnicas_estruturas_fisicas_unidades_vigilancia_zoonoses",,,"2022-10-22 21:49:34","2022-10-23 01:49:34",,"482","https://mvabrigosbrasil.com.br/wp-content/uploads/2017/01/normas_tecnicas_estruturas_fisicas_unidades_vigilancia_zoonoses.pdf","0","attachment","application/pdf","0"
"486","1","2022-10-22 21:49:42","2022-10-23 01:49:42","<strong>MINISTÉRIO DA SAÚDE</strong> Secretaria de Vigilância em Saúde Departamento de Vigilância das Doenças Transmissíveis  <strong>Elaboração, distribuição e informações:</strong> MINISTÉRIO DA SAÚDE Secretaria de Vigilância em Saúde Departamento de Vigilância das Doenças Transmissíveis Coordenação-Geral de Doenças Transmissíveis SRTVN 701, Via W5 Norte, Ed. PO 700, 6º andar CEP: 70723-040 – Brasília/DF Site: www.saude.gov.br/svs E-mail: cgdt@saude.gov.br  <strong>Produção e projeto gráfico:</strong> Núcleo de Comunicação/SVS Organização: Eduardo Pacheco de Caldas – CGDT/DEVIT/SVS/MS Luciano José Eloy – GT-UVZ/CGDT/DEVIT/SVS/MS  <strong>Elaboração:</strong> Camila Lustoza Dantas – CQIS/DESID/SE/MS Cláudia Cury Gonçalves Braga – CQIS/DESID/SE/MS Daniel Baldoino de Souza – CQIS/DESID/SE/MS Leandro Del Grande Cláudio – GT-UVZ/CGDT/DEVIT/ SVS/MS Luciano José Eloy – GT-UVZ/CGDT/DEVIT/SVS/MS Michael Laurence Zini Lise – GT-UVZ/CGDT/DEVIT/SVS/MS Roberto Flávio dos Guimarães – CQIS/DESID/SE/MS  <strong>Revisão técnica:</strong> João Paulo Toledo – DEVIT/SVS/MS Luciano José Eloy – GT-UVZ/CGDT/DEVIT/SVS/MS Sérgio de Andrade Nishioka – CGDT/DEVIT/SVS/MS  <strong>Diagramação:</strong> Fred Lobo – Núcleo de Comunicação/SVS  <strong>Equipe editorial:</strong> Normalização: Luciana Cerqueira Brito – Editora MS/CGDI Revisão: Khamila Silva e Tatiane Souza – Editora MS/CGDI","Manual de Normas Técnicas para Estruturas Físicas de Unidades de Vigilância de Zoonoses",,"inherit","closed","closed",,"482-revision-v1",,,"2022-10-22 21:49:42","2022-10-23 01:49:42",,"482","https://mvabrigosbrasil.com.br/?p=486","0","revision",,"0"
"487","1","2019-01-01 21:49:54","2019-01-02 00:49:54","Kellen de Sousa Oliveira EDITORA CIR GRÁFICA E EDITORA Goiânia-Go 2019  &nbsp;  O48m OLIVEIRA, Kellen de Sousa Manual de boas práticas na criação de animais de estimação: cães e gatos / Kellen de Sousa Oliveira. Ilustrações de Gabriella Czapak Gaston. – Goiânia: Dedicatória, 2019. 98 p. ilust. ISBN: 978-85-63828-27-9 1. Cães. 2. Gatos. 3. Animais domésticos. I. Título.","Manual de boas práticas na criação de animais de estimação: cães e gatos",,"publish","open","open",,"manual-de-boas-praticas-na-criacao-de-animais-de-estimacao-caes-e-gatos",,,"2022-10-22 21:59:41","2022-10-23 01:59:41",,"0","https://mvabrigosbrasil.com.br/?p=487","0","post",,"0"
"488","1","2022-10-22 21:51:40","2022-10-23 01:51:40",,"manual-de-boas-praticas-na-criacao-de-animais-de-estimacao-modulo-caes-e-gatos",,"inherit","open","closed",,"manual-de-boas-praticas-na-criacao-de-animais-de-estimacao-modulo-caes-e-gatos",,,"2022-10-22 21:51:40","2022-10-23 01:51:40",,"487","https://mvabrigosbrasil.com.br/wp-content/uploads/2022/10/manual-de-boas-praticas-na-criacao-de-animais-de-estimacao-modulo-caes-e-gatos.pdf","0","attachment","application/pdf","0"
"489","1","2022-10-22 21:59:34","2022-10-23 01:59:34",,"manual-de-boas-praticas-na-criacao-de-animais-de-estimacao-modulo-caes-e-gatos_page-0001",,"inherit","open","closed",,"manual-de-boas-praticas-na-criacao-de-animais-de-estimacao-modulo-caes-e-gatos_page-0001",,,"2022-10-22 21:59:34","2022-10-23 01:59:34",,"487","https://mvabrigosbrasil.com.br/wp-content/uploads/2022/10/manual-de-boas-praticas-na-criacao-de-animais-de-estimacao-modulo-caes-e-gatos_page-0001.jpg","0","attachment","image/jpeg","0"
"490","1","2022-10-22 21:59:41","2022-10-23 01:59:41","Kellen de Sousa Oliveira EDITORA CIR GRÁFICA E EDITORA Goiânia-Go 2019  &nbsp;  O48m OLIVEIRA, Kellen de Sousa Manual de boas práticas na criação de animais de estimação: cães e gatos / Kellen de Sousa Oliveira. Ilustrações de Gabriella Czapak Gaston. – Goiânia: Dedicatória, 2019. 98 p. ilust. ISBN: 978-85-63828-27-9 1. Cães. 2. Gatos. 3. Animais domésticos. I. Título.","Manual de boas práticas na criação de animais de estimação: cães e gatos",,"inherit","closed","closed",,"487-revision-v1",,,"2022-10-22 21:59:41","2022-10-23 01:59:41",,"487","https://mvabrigosbrasil.com.br/?p=490","0","revision",,"0"
"491","1","2010-01-01 22:01:49","2010-01-02 01:01:49","The Association of Shelter Veterinarians 2010  <strong>Authors:</strong> Sandra Newbury, Mary K. Blinn, Philip A. Bushby, Cynthia Barker Cox, Julie D. Dinnage, Brenda Griffin, Kate F. Hurley, Natalie Isaza, Wes Jones, Lila Miller, Jeanette O’Quin, Gary J. Patronek, Martha Smith-Blackmore, Miranda Spindel  <strong>Authors</strong>  Sandra Newbury, DVM, Chair, Editor Koret Shelter Medicine Program, Center for Companion Animal Health, University of California Davis, Davis, California.  Adjunct Assistant Professor of Shelter Animal Medicine, Department of Pathobiological Sciences, University of Wisconsin-School of Veterinary Medicine, Madison, Wisconsin.  Mary K. Blinn, DVM Shelter Veterinarian, Charlotte/Mecklenburg Animal Care and Control, Charlotte, North Carolina.  Philip A. Bushby, DVM, MS, DACVS Marcia Lane Endowed Professor of Humane Ethics and Animal Welfare, College of Veterinary Medicine, Mississippi State University, Mississippi State, Mississippi.  Cynthia Barker Cox, DVM Head Shelter Veterinarian, Massachusetts Society for the Prevention of Cruelty to Animals, Boston, Massachusetts.  Julie D. Dinnage, DVM Executive Director, Association of Shelter Veterinarians, Scottsdale, Arizona.  Brenda Griffin, DVM, MS, DACVIM Adjunct Associate Professor of Shelter Medicine, College of Veterinary Medicine, University of Florida, Gainesville, Florida.  Kate F. Hurley, DVM, MPVM Koret Shelter Medicine Program, Center for Companion Animal Health, University of California Davis, Davis, California.  Natalie Isaza, DVM Clinical Assistant Professor, Merial Shelter Medicine Clerkship, College of Veterinary Medicine, University of Florida, Gainesville, Florida.  Wes Jones, DVM Shelter Veterinarian, Napa Humane, Napa, California. Lila Miller, DVM, Editor Vice-President, Veterinary Advisor, ASPCA, New York. Adjunct Assistant Professor, Cornell University College of Veterinary Medicine, Ithaca, New York.  University of Pennsylvania School of Veterinary Medicine, Philadelphia, Pennsylvania.  Jeanette O’Quin, DVM Public Health Veterinarian, Ohio Department of Health, Zoonotic Disease Program, Columbus, Ohio.  Gary J. Patronek, VMD, PhD, Editor Vice President for Animal Welfare and New Program Development, Animal Rescue League of Boston, Boston, Massachusetts.  Clinical Assistant Professor, Cummings School of Veterinary Medicine at Tufts, North Grafton, Massachusetts.  Martha Smith-Blackmore, DVM, Editor Director of Veterinary Medical Services, Animal Rescue League of Boston, Boston, Massachusetts.  Fellow, Tufts Center for Animals and Public Policy. Clinical Assistant Professor, Cummings School of Veterinary Medicine at Tufts, North Grafton, Massachusetts.  Miranda Spindel, DVM, MS Director of Veterinary Outreach, ASPCA, Fort Collins, Colorado.","Guidelines for Standards of Care in Animal Shelters",,"publish","open","open",,"guidelines-for-standards-of-care-in-animal-shelters",,,"2022-10-22 22:03:08","2022-10-23 02:03:08",,"0","https://mvabrigosbrasil.com.br/?p=491","0","post",,"0"
"492","1","2022-10-22 22:01:48","2022-10-23 02:01:48","The Association of Shelter Veterinarians 2010  <strong>Authors:</strong> Sandra Newbury, Mary K. Blinn, Philip A. Bushby, Cynthia Barker Cox, Julie D. Dinnage, Brenda Griffin, Kate F. Hurley, Natalie Isaza, Wes Jones, Lila Miller, Jeanette O’Quin, Gary J. Patronek, Martha Smith-Blackmore, Miranda Spindel  <strong>Authors</strong>  Sandra Newbury, DVM, Chair, Editor Koret Shelter Medicine Program, Center for Companion Animal Health, University of California Davis, Davis, California.  Adjunct Assistant Professor of Shelter Animal Medicine, Department of Pathobiological Sciences, University of Wisconsin-School of Veterinary Medicine, Madison, Wisconsin.  Mary K. Blinn, DVM Shelter Veterinarian, Charlotte/Mecklenburg Animal Care and Control, Charlotte, North Carolina.  Philip A. Bushby, DVM, MS, DACVS Marcia Lane Endowed Professor of Humane Ethics and Animal Welfare, College of Veterinary Medicine, Mississippi State University, Mississippi State, Mississippi.  Cynthia Barker Cox, DVM Head Shelter Veterinarian, Massachusetts Society for the Prevention of Cruelty to Animals, Boston, Massachusetts.  Julie D. Dinnage, DVM Executive Director, Association of Shelter Veterinarians, Scottsdale, Arizona.  Brenda Griffin, DVM, MS, DACVIM Adjunct Associate Professor of Shelter Medicine, College of Veterinary Medicine, University of Florida, Gainesville, Florida.  Kate F. Hurley, DVM, MPVM Koret Shelter Medicine Program, Center for Companion Animal Health, University of California Davis, Davis, California.  Natalie Isaza, DVM Clinical Assistant Professor, Merial Shelter Medicine Clerkship, College of Veterinary Medicine, University of Florida, Gainesville, Florida.  Wes Jones, DVM Shelter Veterinarian, Napa Humane, Napa, California. Lila Miller, DVM, Editor Vice-President, Veterinary Advisor, ASPCA, New York. Adjunct Assistant Professor, Cornell University College of Veterinary Medicine, Ithaca, New York.  University of Pennsylvania School of Veterinary Medicine, Philadelphia, Pennsylvania.  Jeanette O’Quin, DVM Public Health Veterinarian, Ohio Department of Health, Zoonotic Disease Program, Columbus, Ohio.  Gary J. Patronek, VMD, PhD, Editor Vice President for Animal Welfare and New Program Development, Animal Rescue League of Boston, Boston, Massachusetts.  Clinical Assistant Professor, Cummings School of Veterinary Medicine at Tufts, North Grafton, Massachusetts.  Martha Smith-Blackmore, DVM, Editor Director of Veterinary Medical Services, Animal Rescue League of Boston, Boston, Massachusetts.  Fellow, Tufts Center for Animals and Public Policy. Clinical Assistant Professor, Cummings School of Veterinary Medicine at Tufts, North Grafton, Massachusetts.  Miranda Spindel, DVM, MS Director of Veterinary Outreach, ASPCA, Fort Collins, Colorado.","Guidelines for Standards of Care in Animal Shelters",,"inherit","closed","closed",,"491-revision-v1",,,"2022-10-22 22:01:48","2022-10-23 02:01:48",,"491","https://mvabrigosbrasil.com.br/?p=492","0","revision",,"0"
"493","1","2022-10-22 22:02:21","2022-10-23 02:02:21",,"Guidelines for standards of care in animal shelters",,"inherit","open","closed",,"guidelines-for-standards-of-care-in-animal-shelters",,,"2022-10-22 22:02:21","2022-10-23 02:02:21",,"491","https://mvabrigosbrasil.com.br/wp-content/uploads/2022/10/Guidelines-for-standards-of-care-in-animal-shelters.pdf","0","attachment","application/pdf","0"
"494","1","2022-10-22 22:02:48","2022-10-23 02:02:48","The Association of Shelter Veterinarians 2010  <strong>Authors:</strong> Sandra Newbury, Mary K. Blinn, Philip A. Bushby, Cynthia Barker Cox, Julie D. Dinnage, Brenda Griffin, Kate F. Hurley, Natalie Isaza, Wes Jones, Lila Miller, Jeanette O’Quin, Gary J. Patronek, Martha Smith-Blackmore, Miranda Spindel  <strong>Authors</strong>  Sandra Newbury, DVM, Chair, Editor Koret Shelter Medicine Program, Center for Companion Animal Health, University of California Davis, Davis, California.  Adjunct Assistant Professor of Shelter Animal Medicine, Department of Pathobiological Sciences, University of Wisconsin-School of Veterinary Medicine, Madison, Wisconsin.  Mary K. Blinn, DVM Shelter Veterinarian, Charlotte/Mecklenburg Animal Care and Control, Charlotte, North Carolina.  Philip A. Bushby, DVM, MS, DACVS Marcia Lane Endowed Professor of Humane Ethics and Animal Welfare, College of Veterinary Medicine, Mississippi State University, Mississippi State, Mississippi.  Cynthia Barker Cox, DVM Head Shelter Veterinarian, Massachusetts Society for the Prevention of Cruelty to Animals, Boston, Massachusetts.  Julie D. Dinnage, DVM Executive Director, Association of Shelter Veterinarians, Scottsdale, Arizona.  Brenda Griffin, DVM, MS, DACVIM Adjunct Associate Professor of Shelter Medicine, College of Veterinary Medicine, University of Florida, Gainesville, Florida.  Kate F. Hurley, DVM, MPVM Koret Shelter Medicine Program, Center for Companion Animal Health, University of California Davis, Davis, California.  Natalie Isaza, DVM Clinical Assistant Professor, Merial Shelter Medicine Clerkship, College of Veterinary Medicine, University of Florida, Gainesville, Florida.  Wes Jones, DVM Shelter Veterinarian, Napa Humane, Napa, California. Lila Miller, DVM, Editor Vice-President, Veterinary Advisor, ASPCA, New York. Adjunct Assistant Professor, Cornell University College of Veterinary Medicine, Ithaca, New York.  University of Pennsylvania School of Veterinary Medicine, Philadelphia, Pennsylvania.  Jeanette O’Quin, DVM Public Health Veterinarian, Ohio Department of Health, Zoonotic Disease Program, Columbus, Ohio.  Gary J. Patronek, VMD, PhD, Editor Vice President for Animal Welfare and New Program Development, Animal Rescue League of Boston, Boston, Massachusetts.  Clinical Assistant Professor, Cummings School of Veterinary Medicine at Tufts, North Grafton, Massachusetts.  Martha Smith-Blackmore, DVM, Editor Director of Veterinary Medical Services, Animal Rescue League of Boston, Boston, Massachusetts.  Fellow, Tufts Center for Animals and Public Policy. Clinical Assistant Professor, Cummings School of Veterinary Medicine at Tufts, North Grafton, Massachusetts.  Miranda Spindel, DVM, MS Director of Veterinary Outreach, ASPCA, Fort Collins, Colorado.","Guidelines for Standards of Care in Animal Shelters",,"inherit","closed","closed",,"491-revision-v1",,,"2022-10-22 22:02:48","2022-10-23 02:02:48",,"491","https://mvabrigosbrasil.com.br/?p=494","0","revision",,"0"
"495","1","2022-10-22 22:02:58","2022-10-23 02:02:58",,"Guidelines for standards of care in animal shelters_page-0001",,"inherit","open","closed",,"guidelines-for-standards-of-care-in-animal-shelters_page-0001",,,"2022-10-22 22:02:58","2022-10-23 02:02:58",,"491","https://mvabrigosbrasil.com.br/wp-content/uploads/2010/01/Guidelines-for-standards-of-care-in-animal-shelters_page-0001.jpg","0","attachment","image/jpeg","0"
"496","1","2016-01-01 22:03:26","2016-01-02 01:03:26","CRMV - PR - Conselho Regional de Medicina Veterinária do Estado do Paraná  Nos últimos anos a sociedade brasileira sofreu uma série de transformações nas relações entre seres humanos e animais, o que ensejou o surgimento de protetores e abrigos. Isso levou à necessidade de orientações técnicas para a construção e manutenção destes locais, contribuindo para que não se tornem fatores críticos na qualidade de vida para os animais abrigados. Assim surge o “ Guia Técnico para Construção e Manutenção de Abrigos e Canis”.  Este guia não tem a pretensão de ditar regras, mas sim contribuir para que as pessoas e instituições com intuito de abrigar animais o façam da melhor maneira possível; o guia serve também de orientação aos responsáveis técnicos, no exercício de suas funções junto a estas instituições, e como base para a fiscalização do CRMV-PR nas questões relativas a abrigos e canis.  Felipe Pohl de Souza, MV, MsC CRMV-PR nº 02934","Guia Técnico para Construção e Manutenção de Abrigos e Canis",,"publish","open","open",,"guia-tecnico-para-construcao-e-manutencao-de-abrigos-e-canis",,,"2022-10-22 22:06:19","2022-10-23 02:06:19",,"0","https://mvabrigosbrasil.com.br/?p=496","0","post",,"0"
"497","1","2022-10-22 22:05:33","2022-10-23 02:05:33",,"Guia-Tecnico-para-Construcao-e-Manutencao-de-Abrigos-e-Canis-CRMV-PR",,"inherit","open","closed",,"guia-tecnico-para-construcao-e-manutencao-de-abrigos-e-canis-crmv-pr",,,"2022-10-22 22:05:33","2022-10-23 02:05:33",,"496","https://mvabrigosbrasil.com.br/wp-content/uploads/2022/10/Guia-Tecnico-para-Construcao-e-Manutencao-de-Abrigos-e-Canis-CRMV-PR.pdf","0","attachment","application/pdf","0"
"498","1","2022-10-22 22:06:08","2022-10-23 02:06:08",,"Guia-Tecnico-para-Construcao-e-Manutencao-de-Abrigos-e-Canis-CRMV-PR_page-0001",,"inherit","open","closed",,"guia-tecnico-para-construcao-e-manutencao-de-abrigos-e-canis-crmv-pr_page-0001",,,"2022-10-22 22:06:08","2022-10-23 02:06:08",,"496","https://mvabrigosbrasil.com.br/wp-content/uploads/2022/10/Guia-Tecnico-para-Construcao-e-Manutencao-de-Abrigos-e-Canis-CRMV-PR_page-0001.jpg","0","attachment","image/jpeg","0"
"499","1","2022-10-22 22:06:13","2022-10-23 02:06:13","CRMV - PR - Conselho Regional de Medicina Veterinária do Estado do Paraná  Nos últimos anos a sociedade brasileira sofreu uma série de transformações nas relações entre seres humanos e animais, o que ensejou o surgimento de protetores e abrigos. Isso levou à necessidade de orientações técnicas para a construção e manutenção destes locais, contribuindo para que não se tornem fatores críticos na qualidade de vida para os animais abrigados. Assim surge o “ Guia Técnico para Construção e Manutenção de Abrigos e Canis”.  Este guia não tem a pretensão de ditar regras, mas sim contribuir para que as pessoas e instituições com intuito de abrigar animais o façam da melhor maneira possível; o guia serve também de orientação aos responsáveis técnicos, no exercício de suas funções junto a estas instituições, e como base para a fiscalização do CRMV-PR nas questões relativas a abrigos e canis.  Felipe Pohl de Souza, MV, MsC CRMV-PR nº 02934","Guia Técnico para Construção e Manutenção de Abrigos e Canis",,"inherit","closed","closed",,"496-revision-v1",,,"2022-10-22 22:06:13","2022-10-23 02:06:13",,"496","https://mvabrigosbrasil.com.br/?p=499","0","revision",,"0"
"500","1","2019-01-01 22:06:33","2019-01-02 01:06:33","<strong>Ministério Público do Estado de Minas Gerais</strong>  <strong>Coordenação:</strong> Coordenadoria Estadual de Defesa da Fauna (CEDEF) <strong>Responsável:</strong> Luciana Imaculada de Paula  <strong>Organizadores:</strong> Danielle Ferreira de Magalhães Soares e Marcelo Teixeira Paiva (Escola de Veterinária da Universidade Federal de Minas Gerais - UFMG); Ana Liz Ferreira Bastos e Vânia Fátima Plaza Nunes (Instituto Técnico de Educação e Controle Animal - ITEC); Rita de Cassia Maria Garcia (Universidade Federal do Paraná - UFPR); Maria Helena Franco Morais (Secretaria Municipal de Saúde de Belo Horizonte)  <strong>Autores:</strong> Aline Bezerra Virginio Nunes, Aline Gabriele Ribeiro Cerqueira Santos, Glendalesse Nunes Rocha de Faria Teixeira, Maria Helena Franco Morais e Paloma Carla Fonte Boa Carvalho (Secretaria Municipal de Saúde de Belo Horizonte); Aline Miranda Dutra de Carvalho e Mariana Santos (Secretaria Municipal de Saúde de Santa Luzia); Ana Liz Ferreira Bastos e Vânia Fátima Plaza Nunes (ITEC); Danielle Ferreira de Magalhães Soares, Elen Monteiro da Silveira, Gustavo de Morais Donancio Rodrigues Xaulim, Louize Caroline Ferreira Martins e Marcelo Teixeira Paiva (Escola de Veterinária da UFMG); Gabriela Siano Ferreira e Tamires Derzil Verazani (Secretaria Municipal de Saúde de Itabirito); Karla de Melo Pagano (arquiteta da Prefeitura Municipal de Itabirito); Lívia Andrade Alves (Secretaria Municipal de Saúde de Igarapé); Sara Clemente Paulino Ferreira e Silva (Centro de Controle de Zoonoses de Betim); Silvana Tecles Brandão (Centro de Controle de Zoonoses de Belo Horizonte); Virgínia Aguiar Sorice Lanzetta (Secretaria Municipal de Saúde de Itaúna)  <strong>Produção:</strong> Superintendência de Comunicação Integrada do Ministério Público do Estado de Minas Gerais (SCI-MPMG) Projeto gráfico e diagramação: Esther Gonçalves  <strong>Revisão:</strong> Larissa Vasconcelos Avelar e Fernanda Cunha Pinheiro  <strong>Número ISBN:</strong> 978-85-61532-25-3 <strong>Tipo de Suporte:</strong> E-book Belo Horizonte, 2019. 272 p.","Políticas de Manejo ético Populacional de Cães e gatos Em minas gerais",,"publish","open","open",,"politicas-de-manejo-etico-populacional-de-caes-e-gatos-em-minas-gerais",,,"2022-10-22 22:10:48","2022-10-23 02:10:48",,"0","https://mvabrigosbrasil.com.br/?p=500","0","post",,"0"
"501","1","2022-10-22 22:09:31","2022-10-23 02:09:31",,"Guia_politicas_manejo",,"inherit","open","closed",,"guia_politicas_manejo",,,"2022-10-22 22:09:31","2022-10-23 02:09:31",,"500","https://mvabrigosbrasil.com.br/wp-content/uploads/2022/10/Guia_politicas_manejo.pdf","0","attachment","application/pdf","0"
"502","1","2022-10-22 22:10:38","2022-10-23 02:10:38",,"Guia_politicas_manejo_page-0001",,"inherit","open","closed",,"guia_politicas_manejo_page-0001",,,"2022-10-22 22:10:38","2022-10-23 02:10:38",,"500","https://mvabrigosbrasil.com.br/wp-content/uploads/2022/10/Guia_politicas_manejo_page-0001.jpg","0","attachment","image/jpeg","0"
"503","1","2022-10-22 22:10:48","2022-10-23 02:10:48","<strong>Ministério Público do Estado de Minas Gerais</strong>  <strong>Coordenação:</strong> Coordenadoria Estadual de Defesa da Fauna (CEDEF) <strong>Responsável:</strong> Luciana Imaculada de Paula  <strong>Organizadores:</strong> Danielle Ferreira de Magalhães Soares e Marcelo Teixeira Paiva (Escola de Veterinária da Universidade Federal de Minas Gerais - UFMG); Ana Liz Ferreira Bastos e Vânia Fátima Plaza Nunes (Instituto Técnico de Educação e Controle Animal - ITEC); Rita de Cassia Maria Garcia (Universidade Federal do Paraná - UFPR); Maria Helena Franco Morais (Secretaria Municipal de Saúde de Belo Horizonte)  <strong>Autores:</strong> Aline Bezerra Virginio Nunes, Aline Gabriele Ribeiro Cerqueira Santos, Glendalesse Nunes Rocha de Faria Teixeira, Maria Helena Franco Morais e Paloma Carla Fonte Boa Carvalho (Secretaria Municipal de Saúde de Belo Horizonte); Aline Miranda Dutra de Carvalho e Mariana Santos (Secretaria Municipal de Saúde de Santa Luzia); Ana Liz Ferreira Bastos e Vânia Fátima Plaza Nunes (ITEC); Danielle Ferreira de Magalhães Soares, Elen Monteiro da Silveira, Gustavo de Morais Donancio Rodrigues Xaulim, Louize Caroline Ferreira Martins e Marcelo Teixeira Paiva (Escola de Veterinária da UFMG); Gabriela Siano Ferreira e Tamires Derzil Verazani (Secretaria Municipal de Saúde de Itabirito); Karla de Melo Pagano (arquiteta da Prefeitura Municipal de Itabirito); Lívia Andrade Alves (Secretaria Municipal de Saúde de Igarapé); Sara Clemente Paulino Ferreira e Silva (Centro de Controle de Zoonoses de Betim); Silvana Tecles Brandão (Centro de Controle de Zoonoses de Belo Horizonte); Virgínia Aguiar Sorice Lanzetta (Secretaria Municipal de Saúde de Itaúna)  <strong>Produção:</strong> Superintendência de Comunicação Integrada do Ministério Público do Estado de Minas Gerais (SCI-MPMG) Projeto gráfico e diagramação: Esther Gonçalves  <strong>Revisão:</strong> Larissa Vasconcelos Avelar e Fernanda Cunha Pinheiro  <strong>Número ISBN:</strong> 978-85-61532-25-3 <strong>Tipo de Suporte:</strong> E-book Belo Horizonte, 2019. 272 p.","Políticas de Manejo ético Populacional de Cães e gatos Em minas gerais",,"inherit","closed","closed",,"500-revision-v1",,,"2022-10-22 22:10:48","2022-10-23 02:10:48",,"500","https://mvabrigosbrasil.com.br/?p=503","0","revision",,"0"
"504","1","2021-01-01 22:10:59","2021-01-02 02:10:59","Ministério Público do Estado de Minas Gerais Coordenadoria Estadual de Defesa da Fauna (Cedef) Responsável: Luciana Imaculada de Paula – Promotora de Justiça e Coordenadora da Cedef  Produção: Assessoria de Comunicação Integrada (Asscom)  Projeto gráfico e diagramação: Esther Gonçalves Revisão: Ana Paula Rocha, Fernanda Cunha Pinheiro da Silva e Marianna Bicalho de Albuquerque  Número ISBN: 978-65-88261-04-0 Tipo de Suporte: E-book Belo Horizonte, 2021. 121 p.","Guia Associações Protetoras de Animais",,"publish","open","open",,"guia-associacoes-protetoras-de-animais",,,"2022-10-22 22:13:12","2022-10-23 02:13:12",,"0","https://mvabrigosbrasil.com.br/?p=504","0","post",,"0"
"505","1","2022-10-22 22:11:31","2022-10-23 02:11:31",,"Guia_associacoes_protetoras_animais",,"inherit","open","closed",,"guia_associacoes_protetoras_animais",,,"2022-10-22 22:11:31","2022-10-23 02:11:31",,"504","https://mvabrigosbrasil.com.br/wp-content/uploads/2022/10/Guia_associacoes_protetoras_animais.pdf","0","attachment","application/pdf","0"
"506","1","2022-10-22 22:12:06","2022-10-23 02:12:06","Ministério Público do Estado de Minas Gerais Coordenadoria Estadual de Defesa da Fauna (Cedef) Responsável: Luciana Imaculada de Paula – Promotora de Justiça e Coordenadora da Cedef  Produção: Assessoria de Comunicação Integrada (Asscom)  Projeto gráfico e diagramação: Esther Gonçalves Revisão: Ana Paula Rocha, Fernanda Cunha Pinheiro da Silva e Marianna Bicalho de Albuquerque  Número ISBN: 978-65-88261-04-0 Tipo de Suporte: E-book Belo Horizonte, 2021. 121 p.","Guia Associações Protetoras de Animais",,"inherit","closed","closed",,"504-revision-v1",,,"2022-10-22 22:12:06","2022-10-23 02:12:06",,"504","https://mvabrigosbrasil.com.br/?p=506","0","revision",,"0"
"507","1","2022-10-22 22:12:55","2022-10-23 02:12:55",,"Guia_associacoes_protetoras_animais_page-0001",,"inherit","open","closed",,"guia_associacoes_protetoras_animais_page-0001",,,"2022-10-22 22:12:55","2022-10-23 02:12:55",,"504","https://mvabrigosbrasil.com.br/wp-content/uploads/2021/01/Guia_associacoes_protetoras_animais_page-0001.jpg","0","attachment","image/jpeg","0"
"508","1","2022-10-22 22:17:03","2022-10-23 02:17:03","A Medicina Veterinária tornou-se uma profissão que lida não só com os animais, mas com a saúde e o bem-estar dos seres humanos, reforçando sua importância no âmbito da Saúde Pública.  Autor: <a href=""https://www.premierpet.com.br/"">PremierPet</a>","Clínica Convencional x Med Abrigos",,"publish","open","open",,"clinica-convencional-x-med-abrigos",,,"2022-10-22 22:17:03","2022-10-23 02:17:03",,"0","https://mvabrigosbrasil.com.br/?p=508","0","post",,"0"
"509","1","2022-10-22 22:15:11","2022-10-23 02:15:11","&nbsp;  A Medicina Veterinária tornou-se uma profissão que lida não só com os animais, mas com a saúde e o bem-estar dos seres humanos, reforçando sua importância no âmbito da Saúde Pública.","Clínica Convencional x Med Abrigos",,"inherit","closed","closed",,"508-revision-v1",,,"2022-10-22 22:15:11","2022-10-23 02:15:11",,"508","https://mvabrigosbrasil.com.br/?p=509","0","revision",,"0"
"511","1","2022-10-22 22:16:08","2022-10-23 02:16:08","A Medicina Veterinária tornou-se uma profissão que lida não só com os animais, mas com a saúde e o bem-estar dos seres humanos, reforçando sua importância no âmbito da Saúde Pública.  Autor: <a href=""https://www.premierpet.com.br/"">PremierPet</a>","Clínica Convencional x Med Abrigos",,"inherit","closed","closed",,"508-revision-v1",,,"2022-10-22 22:16:08","2022-10-23 02:16:08",,"508","https://mvabrigosbrasil.com.br/?p=511","0","revision",,"0"
"512","1","2022-10-22 22:16:22","2022-10-23 02:16:22",,"Lamina Clinica Convencional x Med Abrigos_compressed",,"inherit","open","closed",,"lamina-clinica-convencional-x-med-abrigos_compressed",,,"2022-10-22 22:16:22","2022-10-23 02:16:22",,"508","https://mvabrigosbrasil.com.br/wp-content/uploads/2022/10/Lamina-Clinica-Convencional-x-Med-Abrigos_compressed.pdf","0","attachment","application/pdf","0"
